date,pitcher_name,line,side,price,sportsbook,event_id,snapshot_time_et,source
2026-08-26,Brandon Pfaadt,4.5,over,115,draftkings,164065,2026-08-25T22:25:07.206294+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-146,draftkings,164065,2026-08-25T22:25:07.206294+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,119,draftkings,164065,2026-08-25T22:50:07.917227+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-152,draftkings,164065,2026-08-25T22:50:07.917227+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,-186,novig,164068,2026-08-25T22:16:48.100242+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,144,novig,164068,2026-08-26T01:39:21.998184+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,108,pinnacle,164067,2026-08-26T00:08:20.391092+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-144,pinnacle,164067,2026-08-26T00:08:20.391092+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,over,126,pinnacle,164067,2026-08-26T00:22:37.805085+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,under,-168,pinnacle,164067,2026-08-26T00:22:37.805085+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-130,pinnacle,164069,2026-08-25T23:24:31.161970+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-102,pinnacle,164069,2026-08-25T23:24:31.161970+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-114,pinnacle,164069,2026-08-25T23:53:36.868922+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-116,pinnacle,164069,2026-08-25T23:53:36.868922+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,-180,pinnacle,164068,2026-08-26T00:10:25.946342+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,134,pinnacle,164068,2026-08-26T00:10:25.946342+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-115,pinnacle,164068,2026-08-25T15:21:09.535248+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-115,pinnacle,164068,2026-08-25T15:21:09.535248+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,1.5,over,-1011,kalshi,164065,2026-08-25T22:45:39.398477+00:00,propline_free_sample
2026-08-26,Clay Holmes,1.5,over,-1329,kalshi,164065,2026-08-25T19:07:32.384312+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,1.5,under,9900,kalshi,164065,2026-08-25T22:07:21.676625+00:00,propline_free_sample
2026-08-26,Clay Holmes,1.5,under,9900,kalshi,164065,2026-08-25T08:53:38.758602+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,2.5,over,-525,kalshi,164065,2026-08-25T17:23:05.681699+00:00,propline_free_sample
2026-08-26,Clay Holmes,2.5,over,-1329,kalshi,164065,2026-08-26T01:38:24.019074+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,2.5,under,9900,kalshi,164065,2026-08-25T08:20:30.419179+00:00,propline_free_sample
2026-08-26,Clay Holmes,2.5,under,9900,kalshi,164065,2026-08-26T01:39:52.798604+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,3.5,over,9900,kalshi,164065,2026-08-26T01:39:52.798604+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,-1329,kalshi,164065,2026-08-26T00:41:26.950065+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,3.5,under,-1329,kalshi,164065,2026-08-26T01:39:52.798604+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,9900,kalshi,164065,2026-08-26T01:38:24.019074+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,9900,kalshi,164065,2026-08-26T00:35:02.769722+00:00,propline_free_sample
2026-08-26,Clay Holmes,4.5,over,-122,kalshi,164065,2026-08-25T22:21:01.552134+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-9900,kalshi,164065,2026-08-26T00:35:02.769722+00:00,propline_free_sample
2026-08-26,Clay Holmes,4.5,under,9900,kalshi,164065,2026-08-26T01:39:52.798604+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,5.5,over,9900,kalshi,164065,2026-08-25T23:52:08.469003+00:00,propline_free_sample
2026-08-26,Clay Holmes,5.5,over,9900,kalshi,164065,2026-08-26T01:38:24.019074+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,5.5,under,-9900,kalshi,164065,2026-08-26T01:39:52.798604+00:00,propline_free_sample
2026-08-26,Clay Holmes,5.5,under,-1900,kalshi,164065,2026-08-26T01:36:24.312994+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,6.5,over,9900,kalshi,164065,2026-08-25T22:38:54.964992+00:00,propline_free_sample
2026-08-26,Clay Holmes,6.5,over,9900,kalshi,164065,2026-08-26T00:51:47.612064+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,6.5,under,-9900,kalshi,164065,2026-08-26T01:39:52.798604+00:00,propline_free_sample
2026-08-26,Clay Holmes,6.5,under,-1150,kalshi,164065,2026-08-26T01:39:52.798604+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,7.5,over,9900,kalshi,164065,2026-08-25T22:51:21.291152+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,7.5,under,-2400,kalshi,164065,2026-08-26T01:36:24.312994+00:00,propline_free_sample
2026-08-26,Michael King,9.5,under,-1900,kalshi,164067,2026-08-26T01:16:52.418201+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,over,118,smarkets,164067,2026-08-25T14:54:56.494386+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,under,-167,smarkets,164067,2026-08-25T14:54:56.494386+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-118,draftkings,164069,2026-08-25T22:38:38.548054+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-108,draftkings,164069,2026-08-25T22:38:38.548054+00:00,propline_free_sample
2026-08-26,George Kirby,2.5,over,-2400,kalshi,164069,2026-08-25T20:27:45.825620+00:00,propline_free_sample
2026-08-26,George Kirby,2.5,under,9900,kalshi,164069,2026-08-25T20:27:45.825620+00:00,propline_free_sample
2026-08-26,George Kirby,3.5,over,-900,kalshi,164069,2026-08-25T20:07:21.886219+00:00,propline_free_sample
2026-08-26,George Kirby,3.5,under,9900,kalshi,164069,2026-08-25T20:07:21.886219+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-809,kalshi,164069,2026-08-26T01:38:23.757579+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,9900,kalshi,164069,2026-08-26T01:38:23.757579+00:00,propline_free_sample
2026-08-26,George Kirby,5.5,over,-400,kalshi,164069,2026-08-26T01:24:22.366570+00:00,propline_free_sample
2026-08-26,George Kirby,5.5,under,9900,kalshi,164069,2026-08-26T01:39:52.589750+00:00,propline_free_sample
2026-08-26,George Kirby,6.5,over,-525,kalshi,164069,2026-08-26T01:39:52.589750+00:00,propline_free_sample
2026-08-26,George Kirby,6.5,under,9900,kalshi,164069,2026-08-26T01:39:52.589750+00:00,propline_free_sample
2026-08-26,George Kirby,7.5,over,-376,kalshi,164069,2026-08-26T01:29:53.909756+00:00,propline_free_sample
2026-08-26,George Kirby,7.5,under,9900,kalshi,164069,2026-08-26T01:36:24.107928+00:00,propline_free_sample
2026-08-26,George Kirby,8.5,over,-233,kalshi,164069,2026-08-26T01:36:24.107928+00:00,propline_free_sample
2026-08-26,George Kirby,8.5,under,9900,kalshi,164069,2026-08-25T23:39:14.262300+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-128,draftkings,164069,2026-08-25T22:34:06.108765+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,101,draftkings,164069,2026-08-25T22:38:38.548054+00:00,propline_free_sample
2026-08-26,Aaron Nola,2.5,over,-9900,kalshi,164069,2026-08-26T01:39:52.589750+00:00,propline_free_sample
2026-08-26,Aaron Nola,2.5,under,9900,kalshi,164069,2026-08-26T01:28:23.179705+00:00,propline_free_sample
2026-08-26,Aaron Nola,3.5,over,-4900,kalshi,164069,2026-08-25T22:04:59.796365+00:00,propline_free_sample
2026-08-26,Aaron Nola,3.5,under,9900,kalshi,164069,2026-08-25T22:32:00.554434+00:00,propline_free_sample
2026-08-26,Aaron Nola,4.5,over,-2400,kalshi,164069,2026-08-26T01:34:52.632093+00:00,propline_free_sample
2026-08-26,Aaron Nola,4.5,under,9900,kalshi,164069,2026-08-26T00:06:21.885152+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-809,kalshi,164069,2026-08-26T01:36:24.107928+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,9900,kalshi,164069,2026-08-26T01:38:23.757579+00:00,propline_free_sample
2026-08-26,Aaron Nola,6.5,over,-809,kalshi,164069,2026-08-26T01:39:52.589750+00:00,propline_free_sample
2026-08-26,Aaron Nola,6.5,under,9900,kalshi,164069,2026-08-26T01:38:23.757579+00:00,propline_free_sample
2026-08-26,Aaron Nola,7.5,over,9900,kalshi,164069,2026-08-26T01:39:52.589750+00:00,propline_free_sample
2026-08-26,Aaron Nola,7.5,under,-1567,kalshi,164069,2026-08-26T01:38:23.757579+00:00,propline_free_sample
2026-08-26,Aaron Nola,8.5,over,9900,kalshi,164069,2026-08-26T01:00:13.075302+00:00,propline_free_sample
2026-08-26,Aaron Nola,8.5,under,-567,kalshi,164069,2026-08-26T01:38:23.757579+00:00,propline_free_sample
2026-08-26,Aaron Nola,9.5,over,9900,kalshi,164069,2026-08-26T01:16:52.048144+00:00,propline_free_sample
2026-08-26,Aaron Nola,9.5,under,-4900,kalshi,164069,2026-08-26T01:38:23.757579+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,110,betmgm,164068,2026-08-25T20:28:20.323005+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-150,betmgm,164068,2026-08-25T20:28:20.323005+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-140,betmgm,164068,2026-08-25T21:58:15.920832+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,105,betmgm,164068,2026-08-25T21:58:15.920832+00:00,propline_free_sample
2026-08-26,Aaron Nola,4.5,over,-239,novig,164069,2026-08-25T18:28:34.345212+00:00,propline_free_sample
2026-08-26,Aaron Nola,4.5,under,167,novig,164069,2026-08-26T01:39:52.551856+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-124,rebet,164069,2026-08-25T19:56:22.758848+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,-111,rebet,164069,2026-08-25T19:56:22.758848+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-130,rebet,164069,2026-08-25T22:41:35.494309+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-106,rebet,164069,2026-08-25T22:41:35.494309+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,111,rebet,164067,2026-08-25T11:40:08.069707+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-154,rebet,164067,2026-08-25T11:40:08.069707+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,over,111,rebet,164067,2026-08-25T12:15:55.995698+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,under,-154,rebet,164067,2026-08-25T12:15:55.995698+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,over,-168,rebet,164068,2026-08-25T15:21:37.415486+00:00,propline_free_sample
2026-08-26,Gage Jump,4.5,under,121,rebet,164068,2026-08-25T15:21:37.415486+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-117,rebet,164068,2026-08-25T19:03:16.821497+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-117,rebet,164068,2026-08-25T19:03:16.821497+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,116,rebet,164065,2026-08-26T00:06:49.746566+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-160,rebet,164065,2026-08-26T00:06:49.746566+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,108,rebet,164065,2026-08-26T00:19:03.351666+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-149,rebet,164065,2026-08-26T00:19:03.351666+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt (ARI),4.5,over,105,bovada,164065,2026-08-25T23:07:24.146933+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt (ARI),4.5,under,-135,bovada,164065,2026-08-25T23:07:24.146933+00:00,propline_free_sample
2026-08-26,Clay Holmes (CHC),3.5,over,120,bovada,164065,2026-08-26T00:18:22.989072+00:00,propline_free_sample
2026-08-26,Clay Holmes (CHC),3.5,under,-160,bovada,164065,2026-08-26T00:18:22.989072+00:00,propline_free_sample
2026-08-26,Aaron Nola,6.5,over,-140,betmgm,164069,2026-08-25T21:30:53.908067+00:00,propline_free_sample
2026-08-26,Aaron Nola,6.5,under,105,betmgm,164069,2026-08-25T21:30:53.908067+00:00,propline_free_sample
2026-08-26,George Kirby,5.5,over,-110,betmgm,164069,2026-08-25T18:43:09.680718+00:00,propline_free_sample
2026-08-26,George Kirby,5.5,under,-120,betmgm,164069,2026-08-25T18:43:09.680718+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,110,betrivers,164065,2026-08-26T00:24:47.195813+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,-148,betrivers,164065,2026-08-26T00:24:47.195813+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,108,betrivers,164065,2026-08-26T00:02:05.139965+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,-143,betrivers,164065,2026-08-26T00:02:05.139965+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,-165,betmgm,164067,2026-08-25T23:31:30.524837+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,120,betmgm,164067,2026-08-25T23:31:30.524837+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,over,-115,betmgm,164067,2026-08-25T21:37:29.767806+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.5,under,-115,betmgm,164067,2026-08-25T21:37:29.767806+00:00,propline_free_sample
2026-08-26,Gage Jump,5.0,over,100,prizepicks,164068,2026-08-25T11:28:21.636568+00:00,propline_free_sample
2026-08-26,Gage Jump,5.0,under,100,prizepicks,164068,2026-08-25T11:28:21.636568+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,107,betrivers,164067,2026-08-26T00:47:20.291036+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-143,betrivers,164067,2026-08-25T23:58:02.176126+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-162,betrivers,164067,2026-08-26T00:47:20.291036+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,120,betrivers,164067,2026-08-26T00:00:03.938976+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,3.5,over,120,betmgm,164065,2026-08-25T13:30:20.635390+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,3.5,under,-160,betmgm,164065,2026-08-25T13:30:20.635390+00:00,propline_free_sample
2026-08-26,Clay Holmes,5.5,over,140,betmgm,164065,2026-08-25T22:48:22.695970+00:00,propline_free_sample
2026-08-26,Clay Holmes,5.5,under,-190,betmgm,164065,2026-08-25T22:48:22.695970+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,over,120,betrivers,164068,2026-08-25T23:14:29.804753+00:00,propline_free_sample
2026-08-26,Gage Jump,5.5,under,-162,betrivers,164068,2026-08-26T01:09:51.861309+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,over,-113,betrivers,164068,2026-08-25T23:26:35.861433+00:00,propline_free_sample
2026-08-26,Taj Bradley,5.5,under,-118,betrivers,164068,2026-08-25T23:26:35.861433+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,-129,betrivers,164069,2026-08-26T01:27:24.443795+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,-104,betrivers,164069,2026-08-26T01:27:24.443795+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,-132,betrivers,164069,2026-08-26T01:27:24.443795+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,100,betrivers,164069,2026-08-26T01:27:24.443795+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,over,100,prizepicks,164065,2026-08-25T13:18:11.817119+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,over,100,prizepicks,164065,2026-08-25T12:53:15.536444+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,4.5,under,100,prizepicks,164065,2026-08-25T13:18:11.817119+00:00,propline_free_sample
2026-08-26,Clay Holmes,3.5,under,100,prizepicks,164065,2026-08-25T12:53:15.536444+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.0,over,100,prizepicks,164067,2026-08-25T12:53:15.670313+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.0,under,100,prizepicks,164067,2026-08-25T12:53:15.670313+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,over,100,prizepicks,164069,2026-08-25T15:25:09.080863+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,over,100,prizepicks,164069,2026-08-25T16:53:29.320730+00:00,propline_free_sample
2026-08-26,Aaron Nola,5.5,under,100,prizepicks,164069,2026-08-25T15:25:09.080863+00:00,propline_free_sample
2026-08-26,George Kirby,4.5,under,100,prizepicks,164069,2026-08-25T16:53:29.320730+00:00,propline_free_sample
2026-08-26,Michael King,4.5,over,-217,novig,164067,2026-08-26T01:38:23.431953+00:00,propline_free_sample
2026-08-26,Michael King,4.5,under,147,novig,164067,2026-08-25T23:43:54.555956+00:00,propline_free_sample
2026-08-26,Gage Jump,3.5,over,-488,novig,164068,2026-08-26T01:19:55.668583+00:00,propline_free_sample
2026-08-26,Gage Jump,3.5,under,300,novig,164068,2026-08-25T22:43:41.453819+00:00,propline_free_sample
2026-08-26,Gage Jump,6.5,over,217,novig,164068,2026-08-26T01:19:55.668583+00:00,propline_free_sample
2026-08-26,Gage Jump,6.5,under,-285,novig,164068,2026-08-26T01:38:23.591822+00:00,propline_free_sample
2026-08-26,Taj Bradley,4.5,over,-199,novig,164068,2026-08-25T16:48:29.183793+00:00,propline_free_sample
2026-08-26,Taj Bradley,4.5,under,156,novig,164068,2026-08-25T19:44:42.526249+00:00,propline_free_sample
2026-08-26,Taj Bradley,6.5,over,182,novig,164068,2026-08-26T01:36:53.260589+00:00,propline_free_sample
2026-08-26,Taj Bradley,6.5,under,-277,novig,164068,2026-08-25T18:18:41.068351+00:00,propline_free_sample
2026-08-26,Clay Holmes,2.5,over,-228,novig,164065,2026-08-26T01:38:23.286825+00:00,propline_free_sample
2026-08-26,Clay Holmes,2.5,under,160,novig,164065,2026-08-25T13:49:29.980311+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-194,novig,164067,2026-08-26T01:37:21.070448+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,-104,novig,164067,2026-08-26T01:31:18.408493+00:00,propline_free_sample
2026-08-26,Paul Skenes,7.5,over,277,novig,164067,2026-08-25T23:19:27.216238+00:00,propline_free_sample
2026-08-26,Paul Skenes,7.5,under,-400,novig,164067,2026-08-26T00:03:44.971105+00:00,propline_free_sample
2026-08-26,Aaron Nola,6.5,over,156,novig,164069,2026-08-26T01:21:51.076899+00:00,propline_free_sample
2026-08-26,Aaron Nola,6.5,under,-208,novig,164069,2026-08-25T21:51:07.212135+00:00,propline_free_sample
2026-08-26,George Kirby,3.5,over,-257,novig,164069,2026-08-26T01:10:05.981952+00:00,propline_free_sample
2026-08-26,George Kirby,3.5,under,167,novig,164069,2026-08-25T19:44:42.383433+00:00,propline_free_sample
2026-08-26,George Kirby,5.5,over,194,novig,164069,2026-08-26T01:22:22.537976+00:00,propline_free_sample
2026-08-26,George Kirby,5.5,under,-257,novig,164069,2026-08-25T23:12:30.360490+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,3.5,over,-186,novig,164065,2026-08-26T01:12:01.094445+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,3.5,under,138,novig,164065,2026-08-26T01:24:53.277574+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,5.5,over,228,novig,164065,2026-08-26T00:12:15.981790+00:00,propline_free_sample
2026-08-26,Brandon Pfaadt,5.5,under,-326,novig,164065,2026-08-26T01:14:01.932578+00:00,propline_free_sample
2026-08-26,Clay Holmes,4.5,over,277,novig,164065,2026-08-26T00:06:39.677771+00:00,propline_free_sample
2026-08-26,Clay Holmes,4.5,under,-456,novig,164065,2026-08-25T17:18:41.368966+00:00,propline_free_sample
2026-08-26,Michael King,5.5,over,-105,rebet,164067,2026-08-26T00:11:03.536735+00:00,propline_free_sample
2026-08-26,Michael King,5.5,under,-131,rebet,164067,2026-08-26T00:11:03.536735+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-138,prophetx,164067,2026-08-26T01:39:31.570564+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,125,prophetx,164067,2026-08-26T01:12:13.142070+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,over,-158,rebet,164067,2026-08-25T19:56:22.858331+00:00,propline_free_sample
2026-08-26,Paul Skenes,5.5,under,114,rebet,164067,2026-08-25T19:56:22.858331+00:00,propline_free_sample
2026-08-26,Paul Skenes,6.0,over,120,prophetx,164067,2026-08-25T13:47:48.326314+00:00,propline_free_sample
